CustomerID,Recency,Frequency,Monetary,AvgOrderValue,AvgQuantity,AvgItemsInCart,DiscountRate,DeliveryRate,UniqueProducts,MonetaryPerVisit,ItemsPerOrder,AvgPricePerItem,Cluster,Persona
C14455,570,1,164.85,164.85,3.0,8.0,1.0,0.0,1,164.85,2.6666666666666665,54.949999999999996,0,Average Shoppers
C14457,398,1,395.4,395.4,5.0,8.0,0.0,0.0,1,395.4,1.6,79.08,0,Average Shoppers
C14552,890,1,1120.0,1120.0,5.0,9.0,1.0,0.0,1,1120.0,1.8,224.0,1,Average Shoppers
C14553,295,1,440.1899999999999,440.1899999999999,3.0,8.0,1.0,1.0,1,440.1899999999999,2.6666666666666665,146.72999999999996,0,Average Shoppers
C14568,871,1,885.32,885.32,4.0,5.0,0.0,0.0,1,885.32,1.25,221.33,0,Average Shoppers
C14576,439,1,2156.8,2156.8,4.0,8.0,1.0,0.0,1,2156.8,2.0,539.2,1,Average Shoppers
C14600,712,1,441.8,441.8,2.0,4.0,0.0,0.0,1,441.8,2.0,220.9,0,Average Shoppers
C14683,20,1,1069.34,1069.34,2.0,7.0,1.0,0.0,1,1069.34,3.5,534.67,0,Average Shoppers
C14737,899,1,581.64,581.64,4.0,7.0,1.0,0.0,1,581.64,1.75,145.41,0,Average Shoppers
C14837,822,1,183.18,183.18,1.0,6.0,1.0,0.0,1,183.18,6.0,183.18,0,Average Shoppers
C14847,194,2,1097.81,548.905,2.5,4.0,0.5,0.0,2,548.905,1.6,219.56199999999998,2,VIP Customers
C14891,465,1,1654.96,1654.96,4.0,7.0,1.0,0.0,1,1654.96,1.75,413.74,1,Average Shoppers
C14983,720,1,17.24,17.24,1.0,2.0,1.0,0.0,1,17.24,2.0,17.24,0,Average Shoppers
C15017,60,1,675.57,675.57,1.0,1.0,1.0,0.0,1,675.57,1.0,675.57,0,Average Shoppers
C15063,428,1,426.1,426.1,5.0,7.0,1.0,0.0,1,426.1,1.4,85.22,0,Average Shoppers
C15146,684,1,190.55,190.55,5.0,6.0,1.0,0.0,1,190.55,1.2,38.11,0,Average Shoppers
C15228,498,1,1422.42,1422.42,3.0,8.0,1.0,0.0,1,1422.42,2.6666666666666665,474.14000000000004,1,Average Shoppers
C15257,102,1,580.2,580.2,4.0,6.0,1.0,1.0,1,580.2,1.5,145.05,0,Average Shoppers
C15283,584,1,381.02,381.02,1.0,6.0,0.0,0.0,1,381.02,6.0,381.02,0,Average Shoppers
C15624,161,1,3097.6,3097.6,5.0,9.0,0.0,0.0,1,3097.6,1.8,619.52,1,Average Shoppers
C15629,807,1,912.45,912.45,3.0,3.0,1.0,0.0,1,912.45,1.0,304.15000000000003,0,Average Shoppers
C15681,679,1,2161.64,2161.64,4.0,6.0,0.0,0.0,1,2161.64,1.5,540.41,1,Average Shoppers
C15849,190,1,525.43,525.43,1.0,2.0,1.0,0.0,1,525.43,2.0,525.43,0,Average Shoppers
C15924,194,1,245.89,245.89,1.0,3.0,1.0,1.0,1,245.89,3.0,245.89,0,Average Shoppers
C16012,95,1,630.82,630.82,1.0,5.0,1.0,1.0,1,630.82,5.0,630.82,0,Average Shoppers
C16253,8,1,399.4,399.4,2.0,4.0,0.0,0.0,1,399.4,2.0,199.7,0,Average Shoppers
C16400,266,1,628.4399999999999,628.4399999999999,3.0,4.0,0.0,0.0,1,628.4399999999999,1.3333333333333333,209.48,0,Average Shoppers
C16429,462,1,679.65,679.65,1.0,6.0,1.0,0.0,1,679.65,6.0,679.65,0,Average Shoppers
C16612,104,1,600.54,600.54,1.0,4.0,1.0,0.0,1,600.54,4.0,600.54,0,Average Shoppers
C16675,22,1,857.4,857.4,4.0,7.0,1.0,0.0,1,857.4,1.75,214.35,0,Average Shoppers
C16693,146,1,949.72,949.72,4.0,8.0,1.0,0.0,1,949.72,2.0,237.43,0,Average Shoppers
C16702,674,1,1390.17,1390.17,3.0,3.0,0.0,0.0,1,1390.17,1.0,463.39000000000004,1,Average Shoppers
C16758,242,1,188.31,188.31,3.0,6.0,1.0,0.0,1,188.31,2.0,62.77,0,Average Shoppers
C16775,827,1,3330.4075,3330.4075,5.0,8.0,1.0,0.0,1,3330.4075,1.6,666.0815,1,Average Shoppers
C16776,666,1,320.0,320.0,2.0,4.0,1.0,0.0,1,320.0,2.0,160.0,0,Average Shoppers
C16790,815,1,258.96,258.96,4.0,8.0,1.0,0.0,1,258.96,2.0,64.74,0,Average Shoppers
C17075,341,1,1259.04,1259.04,4.0,8.0,0.0,0.0,1,1259.04,2.0,314.76,1,Average Shoppers
C17103,543,1,1278.36,1278.36,3.0,5.0,1.0,1.0,1,1278.36,1.6666666666666667,426.11999999999995,0,Average Shoppers
C17132,206,1,386.03,386.03,1.0,4.0,1.0,0.0,1,386.03,4.0,386.03,0,Average Shoppers
C17136,706,1,641.96,641.96,4.0,8.0,1.0,0.0,1,641.96,2.0,160.49,0,Average Shoppers
C17181,126,1,2276.65,2276.65,5.0,8.0,1.0,0.0,1,2276.65,1.6,455.33000000000004,1,Average Shoppers
C17269,790,1,1733.8,1733.8,4.0,4.0,0.0,0.0,1,1733.8,1.0,433.45,1,Average Shoppers
C17302,707,1,359.99,359.99,1.0,5.0,1.0,0.0,1,359.99,5.0,359.99,0,Average Shoppers
C17388,507,1,317.25,317.25,1.0,1.0,1.0,0.0,1,317.25,1.0,317.25,0,Average Shoppers
C17389,233,1,522.08,522.08,1.0,5.0,1.0,0.0,1,522.08,5.0,522.08,0,Average Shoppers
C17470,244,1,461.9,461.9,2.0,3.0,1.0,1.0,1,461.9,1.5,230.95,0,Average Shoppers
C17551,79,1,518.39,518.39,1.0,4.0,1.0,0.0,1,518.39,4.0,518.39,0,Average Shoppers
C17591,641,1,479.76,479.76,1.0,1.0,0.0,0.0,1,479.76,1.0,479.76,0,Average Shoppers
C17921,862,1,1210.6,1210.6,4.0,8.0,1.0,0.0,1,1210.6,2.0,302.65,1,Average Shoppers
C17966,623,1,185.74,185.74,2.0,5.0,1.0,0.0,1,185.74,2.5,92.87,0,Average Shoppers
C18037,846,1,140.68,140.68,2.0,3.0,1.0,0.0,1,140.68,1.5,70.34,0,Average Shoppers
C18076,578,1,1766.22,1766.22,3.0,8.0,1.0,0.0,1,1766.22,2.6666666666666665,588.74,1,Average Shoppers
C18104,228,1,635.9000000000001,635.9000000000001,5.0,9.0,1.0,0.0,1,635.9000000000001,1.8,127.18000000000002,0,Average Shoppers
C18105,249,1,2332.08,2332.08,4.0,4.0,1.0,1.0,1,2332.08,1.0,583.02,1,Average Shoppers
C18138,817,1,1618.38,1618.38,3.0,4.0,1.0,0.0,1,1618.38,1.3333333333333333,539.46,1,Average Shoppers
C18167,471,1,887.84,887.84,4.0,7.0,0.0,1.0,1,887.84,1.75,221.96,0,Average Shoppers
C18169,59,1,929.84,929.84,2.0,2.0,0.0,0.0,1,929.84,1.0,464.92,0,Average Shoppers
C18187,225,1,605.28,605.28,1.0,3.0,1.0,0.0,1,605.28,3.0,605.28,0,Average Shoppers
C18353,28,1,1299.99,1299.99,3.0,4.0,1.0,0.0,1,1299.99,1.3333333333333333,433.33,0,Average Shoppers
C18404,854,1,3330.4075,3330.4075,5.0,7.0,1.0,0.0,1,3330.4075,1.4,666.0815,1,Average Shoppers
C18473,17,1,840.58,840.58,2.0,3.0,1.0,0.0,1,840.58,1.5,420.29,0,Average Shoppers
C18567,647,1,365.84,365.84,4.0,9.0,1.0,0.0,1,365.84,2.25,91.46,0,Average Shoppers
C18583,681,1,1822.1,1822.1,5.0,10.0,1.0,0.0,1,1822.1,2.0,364.41999999999996,1,Average Shoppers
C18717,828,1,2793.15,2793.15,5.0,8.0,1.0,0.0,1,2793.15,1.6,558.63,1,Average Shoppers
C18724,387,1,616.1,616.1,1.0,6.0,0.0,0.0,1,616.1,6.0,616.1,0,Average Shoppers
C18820,750,1,2573.0,2573.0,5.0,10.0,1.0,1.0,1,2573.0,2.0,514.6,1,Average Shoppers
C18826,672,1,1443.3,1443.3,3.0,3.0,1.0,0.0,1,1443.3,1.0,481.09999999999997,1,Average Shoppers
C18944,893,1,1575.2,1575.2,4.0,7.0,1.0,0.0,1,1575.2,1.75,393.8,1,Average Shoppers
C18984,453,1,1767.9,1767.9,3.0,6.0,1.0,0.0,1,1767.9,2.0,589.3000000000001,1,Average Shoppers
C19071,127,1,1352.94,1352.94,3.0,8.0,1.0,0.0,1,1352.94,2.6666666666666665,450.98,1,Average Shoppers
C19266,850,1,442.17,442.17,3.0,3.0,0.0,0.0,1,442.17,1.0,147.39000000000001,0,Average Shoppers
C19368,74,1,646.44,646.44,2.0,7.0,0.0,1.0,1,646.44,3.5,323.22,0,Average Shoppers
C19384,555,1,351.16,351.16,4.0,6.0,1.0,0.0,1,351.16,1.5,87.79,0,Average Shoppers
C19402,560,1,1204.68,1204.68,4.0,6.0,0.0,0.0,1,1204.68,1.5,301.17,1,Average Shoppers
C19439,26,1,440.34,440.34,1.0,2.0,1.0,0.0,1,440.34,2.0,440.34,0,Average Shoppers
C19451,191,1,2357.76,2357.76,4.0,5.0,0.0,0.0,1,2357.76,1.25,589.44,1,Average Shoppers
C19648,284,1,2673.44,2673.44,4.0,5.0,1.0,0.0,1,2673.44,1.25,668.36,1,Average Shoppers
C19722,396,1,596.24,596.24,1.0,4.0,1.0,0.0,1,596.24,4.0,596.24,0,Average Shoppers
C19742,657,1,332.09,332.09,1.0,5.0,1.0,0.0,1,332.09,5.0,332.09,0,Average Shoppers
C19759,180,1,1176.6,1176.6,2.0,2.0,1.0,0.0,1,1176.6,1.0,588.3,0,Average Shoppers
C19937,36,1,438.34,438.34,1.0,5.0,1.0,0.0,1,438.34,5.0,438.34,0,Average Shoppers
C20077,482,1,2372.88,2372.88,4.0,8.0,1.0,0.0,1,2372.88,2.0,593.22,1,Average Shoppers
C20095,484,1,1325.06,1325.06,2.0,5.0,0.0,0.0,1,1325.06,2.5,662.53,1,Average Shoppers
C20124,561,1,177.46,177.46,2.0,5.0,0.0,0.0,1,177.46,2.5,88.73,0,Average Shoppers
C20212,574,1,1834.35,1834.35,3.0,4.0,1.0,0.0,1,1834.35,1.3333333333333333,611.4499999999999,1,Average Shoppers
C20256,202,1,1616.22,1616.22,3.0,6.0,1.0,0.0,1,1616.22,2.0,538.74,1,Average Shoppers
C20257,550,1,1343.9,1343.9,5.0,7.0,1.0,1.0,1,1343.9,1.4,268.78000000000003,1,Average Shoppers
C20286,288,1,571.9,571.9,1.0,1.0,1.0,0.0,1,571.9,1.0,571.9,0,Average Shoppers
C20338,189,1,370.85,370.85,1.0,2.0,1.0,1.0,1,370.85,2.0,370.85,0,Average Shoppers
C20357,384,1,2077.32,2077.32,3.0,8.0,1.0,0.0,1,2077.32,2.6666666666666665,692.44,1,Average Shoppers
C20448,686,1,296.44,296.44,2.0,7.0,1.0,1.0,1,296.44,3.5,148.22,0,Average Shoppers
C20512,713,1,2763.12,2763.12,4.0,9.0,0.0,0.0,1,2763.12,2.25,690.78,1,Average Shoppers
C20624,108,1,479.56,479.56,1.0,1.0,1.0,0.0,1,479.56,1.0,479.56,0,Average Shoppers
C20643,501,1,2011.96,2011.96,4.0,4.0,1.0,0.0,1,2011.96,1.0,502.99,1,Average Shoppers
C20670,448,1,935.82,935.82,2.0,5.0,1.0,0.0,1,935.82,2.5,467.91,0,Average Shoppers
C20731,774,1,1777.76,1777.76,4.0,8.0,1.0,0.0,1,1777.76,2.0,444.44,1,Average Shoppers
C20752,557,1,572.13,572.13,1.0,4.0,1.0,0.0,1,572.13,4.0,572.13,0,Average Shoppers
C20817,777,1,3078.35,3078.35,5.0,6.0,1.0,0.0,1,3078.35,1.2,615.67,1,Average Shoppers
C20861,43,1,2441.75,2441.75,5.0,9.0,1.0,0.0,1,2441.75,1.8,488.35,1,Average Shoppers
C20881,714,1,1288.1,1288.1,2.0,5.0,1.0,0.0,1,1288.1,2.5,644.05,1,Average Shoppers
C20977,751,1,1740.48,1740.48,4.0,9.0,1.0,1.0,1,1740.48,2.25,435.12,1,Average Shoppers
C21043,348,1,694.5,694.5,1.0,3.0,1.0,0.0,1,694.5,3.0,694.5,0,Average Shoppers
C21126,376,1,107.04,107.04,1.0,6.0,1.0,0.0,1,107.04,6.0,107.04,0,Average Shoppers
C21147,746,1,335.1,335.1,1.0,6.0,1.0,0.0,1,335.1,6.0,335.1,0,Average Shoppers
C21167,871,1,2235.6,2235.6,4.0,9.0,1.0,0.0,1,2235.6,2.25,558.9,1,Average Shoppers
C21181,450,1,1350.2,1350.2,2.0,4.0,1.0,0.0,1,1350.2,2.0,675.1,1,Average Shoppers
C21191,46,2,647.77,323.885,1.5,2.0,1.0,0.5,2,323.885,1.3333333333333333,215.92333333333332,2,VIP Customers
C21227,874,1,590.87,590.87,1.0,6.0,1.0,0.0,1,590.87,6.0,590.87,0,Average Shoppers
C21437,417,1,222.73,222.73,1.0,4.0,0.0,0.0,1,222.73,4.0,222.73,0,Average Shoppers
C21665,640,1,1700.72,1700.72,4.0,8.0,1.0,0.0,1,1700.72,2.0,425.18,1,Average Shoppers
C21905,558,1,298.06,298.06,1.0,3.0,1.0,0.0,1,298.06,3.0,298.06,0,Average Shoppers
C21944,482,1,297.75,297.75,5.0,6.0,0.0,1.0,1,297.75,1.2,59.55,0,Average Shoppers
C21953,285,1,250.46,250.46,2.0,3.0,1.0,0.0,1,250.46,1.5,125.23,0,Average Shoppers
C22101,840,1,265.2,265.2,2.0,4.0,1.0,0.0,1,265.2,2.0,132.6,0,Average Shoppers
C22123,646,1,672.89,672.89,1.0,1.0,1.0,0.0,1,672.89,1.0,672.89,0,Average Shoppers
C22167,681,1,2178.3,2178.3,5.0,9.0,0.0,0.0,1,2178.3,1.8,435.66,1,Average Shoppers
C22429,730,1,604.8,604.8,4.0,9.0,1.0,0.0,1,604.8,2.25,151.2,0,Average Shoppers
C22534,893,1,529.19,529.19,1.0,5.0,0.0,0.0,1,529.19,5.0,529.19,0,Average Shoppers
C22657,551,1,1901.91,1901.91,3.0,7.0,1.0,0.0,1,1901.91,2.3333333333333335,633.97,1,Average Shoppers
C22783,293,1,2771.64,2771.64,4.0,9.0,1.0,0.0,1,2771.64,2.25,692.91,1,Average Shoppers
C22919,52,1,195.86,195.86,1.0,3.0,0.0,0.0,1,195.86,3.0,195.86,0,Average Shoppers
C22981,442,1,472.2,472.2,3.0,7.0,1.0,0.0,1,472.2,2.3333333333333335,157.4,0,Average Shoppers
C22991,92,1,252.68,252.68,1.0,1.0,0.0,0.0,1,252.68,1.0,252.68,0,Average Shoppers
C23279,707,1,87.34,87.34,2.0,4.0,1.0,0.0,1,87.34,2.0,43.67,0,Average Shoppers
C23334,411,1,331.06,331.06,1.0,5.0,1.0,0.0,1,331.06,5.0,331.06,0,Average Shoppers
C23405,312,1,2780.4,2780.4,4.0,8.0,0.0,0.0,1,2780.4,2.0,695.1,1,Average Shoppers
C23555,624,1,1633.44,1633.44,4.0,4.0,1.0,0.0,1,1633.44,1.0,408.36,1,Average Shoppers
C23637,762,1,553.56,553.56,1.0,5.0,0.0,0.0,1,553.56,5.0,553.56,0,Average Shoppers
C23899,97,1,1358.45,1358.45,5.0,7.0,1.0,0.0,1,1358.45,1.4,271.69,1,Average Shoppers
C23917,796,1,127.55,127.55,1.0,3.0,1.0,0.0,1,127.55,3.0,127.55,0,Average Shoppers
C23947,775,1,120.98,120.98,1.0,6.0,1.0,1.0,1,120.98,6.0,120.98,0,Average Shoppers
C23978,274,1,576.35,576.35,1.0,1.0,1.0,0.0,1,576.35,1.0,576.35,0,Average Shoppers
C24047,787,1,937.8,937.8,4.0,9.0,1.0,0.0,1,937.8,2.25,234.45,0,Average Shoppers
C24212,632,1,322.08,322.08,3.0,5.0,1.0,1.0,1,322.08,1.6666666666666667,107.36,0,Average Shoppers
C24301,248,1,1284.08,1284.08,2.0,4.0,1.0,1.0,1,1284.08,2.0,642.04,0,Average Shoppers
C24347,135,1,646.9,646.9,2.0,5.0,1.0,0.0,1,646.9,2.5,323.45,0,Average Shoppers
C24369,475,1,1079.19,1079.19,3.0,7.0,1.0,0.0,1,1079.19,2.3333333333333335,359.73,0,Average Shoppers
C24751,572,1,2506.3,2506.3,5.0,10.0,1.0,0.0,1,2506.3,2.0,501.26000000000005,1,Average Shoppers
C24765,362,1,719.72,719.72,2.0,4.0,0.0,0.0,1,719.72,2.0,359.86,0,Average Shoppers
C24769,604,1,57.1,57.1,2.0,7.0,1.0,0.0,1,57.1,3.5,28.55,0,Average Shoppers
C24884,344,1,260.26,260.26,1.0,5.0,1.0,0.0,1,260.26,5.0,260.26,0,Average Shoppers
C24901,788,1,299.7,299.7,3.0,8.0,1.0,1.0,1,299.7,2.6666666666666665,99.89999999999999,0,Average Shoppers
C25110,1,1,126.42,126.42,2.0,4.0,1.0,0.0,1,126.42,2.0,63.21,0,Average Shoppers
C25123,767,1,629.21,629.21,1.0,2.0,1.0,0.0,1,629.21,2.0,629.21,0,Average Shoppers
C25149,641,1,1054.48,1054.48,4.0,5.0,1.0,0.0,1,1054.48,1.25,263.62,0,Average Shoppers
C25162,600,1,688.36,688.36,2.0,7.0,0.0,0.0,1,688.36,3.5,344.18,0,Average Shoppers
C25268,119,1,665.11,665.11,1.0,3.0,1.0,0.0,1,665.11,3.0,665.11,0,Average Shoppers
C25276,767,1,3313.9,3313.9,5.0,9.0,1.0,0.0,1,3313.9,1.8,662.78,1,Average Shoppers
C25316,369,1,79.06,79.06,2.0,3.0,1.0,0.0,1,79.06,1.5,39.53,0,Average Shoppers
C25382,738,1,454.35,454.35,5.0,5.0,0.0,0.0,1,454.35,1.0,90.87,0,Average Shoppers
C25406,195,1,161.24,161.24,1.0,3.0,1.0,0.0,1,161.24,3.0,161.24,0,Average Shoppers
C25445,153,1,658.5,658.5,5.0,8.0,1.0,0.0,1,658.5,1.6,131.7,0,Average Shoppers
C25503,566,1,211.14,211.14,2.0,5.0,1.0,0.0,1,211.14,2.5,105.57,0,Average Shoppers
C25534,890,1,984.2,984.2,5.0,5.0,1.0,1.0,1,984.2,1.0,196.84,0,Average Shoppers
C25580,852,1,1563.36,1563.36,4.0,9.0,1.0,0.0,1,1563.36,2.25,390.84,1,Average Shoppers
C25587,204,1,48.4,48.4,4.0,8.0,0.0,0.0,1,48.4,2.0,12.1,0,Average Shoppers
C25783,101,1,1253.4,1253.4,5.0,8.0,1.0,0.0,1,1253.4,1.6,250.68,1,Average Shoppers
C25841,398,1,904.65,904.65,3.0,5.0,1.0,1.0,1,904.65,1.6666666666666667,301.55,0,Average Shoppers
C25918,698,1,666.9499999999999,666.9499999999999,5.0,6.0,1.0,1.0,1,666.9499999999999,1.2,133.39,0,Average Shoppers
C25967,532,1,1709.8,1709.8,5.0,6.0,0.0,1.0,1,1709.8,1.2,341.96,1,Average Shoppers
C26118,828,1,144.78,144.78,2.0,7.0,1.0,1.0,1,144.78,3.5,72.39,0,Average Shoppers
C26137,111,1,856.18,856.18,2.0,6.0,0.0,0.0,1,856.18,3.0,428.09,0,Average Shoppers
C26152,382,1,972.7,972.7,2.0,6.0,1.0,0.0,1,972.7,3.0,486.35,0,Average Shoppers
C26163,363,1,625.1,625.1,5.0,9.0,1.0,0.0,1,625.1,1.8,125.02000000000001,0,Average Shoppers
C26188,803,1,618.68,618.68,1.0,6.0,1.0,1.0,1,618.68,6.0,618.68,0,Average Shoppers
C26210,582,1,1334.25,1334.25,3.0,6.0,1.0,1.0,1,1334.25,2.0,444.75,1,Average Shoppers
C26223,270,1,657.07,657.07,1.0,4.0,1.0,0.0,1,657.07,4.0,657.07,0,Average Shoppers
C26340,475,1,369.2,369.2,2.0,7.0,1.0,1.0,1,369.2,3.5,184.6,0,Average Shoppers
C26364,807,1,1314.24,1314.24,4.0,4.0,1.0,0.0,1,1314.24,1.0,328.56,1,Average Shoppers
C26445,732,1,1500.24,1500.24,3.0,6.0,0.0,0.0,1,1500.24,2.0,500.08,1,Average Shoppers
C26637,670,1,869.8000000000001,869.8000000000001,5.0,8.0,1.0,0.0,1,869.8000000000001,1.6,173.96,0,Average Shoppers
C26718,152,1,1052.36,1052.36,4.0,8.0,1.0,0.0,1,1052.36,2.0,263.09,0,Average Shoppers
